,name,norm,1Ub_PS,1Ub_base,1Ub_h1,1Ub_hx,1Uc_PS,1Uc_base,1Uc_h1,1Uc_hx,1Ip_PS,1Ip_base,1Ip_h1,1Ip_hx,1Iz_PS,1Iz_base,1Iz_h1,1Iz_hx,2Ub_PS,2Ub_base,2Ub_h1,2Ub_hx,2Uc_PS,2Uc_base,2Uc_h1,2Uc_hx,2Ip_PS,2Ip_base,2Ip_h1,2Ip_hx,2Iz_PS,2Iz_base,2Iz_h1,2Iz_hx,3Ub_PS,3Ub_base,3Ub_h1,3Ub_hx,3Uc_PS,3Uc_base,3Uc_h1,3Uc_hx,3Ip_PS,3Ip_base,3Ip_h1,3Ip_hx,3Iz_PS,3Iz_base,3Iz_h1,3Iz_hx,4Ub_PS,4Ub_base,4Ub_h1,4Ub_hx,4Ip_PS,4Ip_base,4Ip_h1,4Ip_hx,4Iz_PS,4Iz_base,4Iz_h1,4Iz_hx,5Ip_PS,5Ip_base,5Ip_h1,5Ip_hx,5Iz_PS,5Iz_base,5Iz_h1,5Iz_hx,6Ip_PS,6Ip_base,6Ip_h1,6Ip_hx,6Iz_PS,6Iz_base,6Iz_h1,6Iz_hx,dId_PS,dId_base,dId_h1
0,00360b9210cb8222c1ae222dcf5a2f31,хз,s,100.0,81.72682798073343,32.647537761683964,s,шум,0.0121463203198015,0.0128875886565293,s,5.0,2.83466476192899,1.1306153743289542,,,,,s,100.0,81.71765999909346,32.64692671423995,s,шум,0.0114839508411489,0.0164603362745657,s,шум,0.0068697341897044,0.0079748325579332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,003ec00f98b30d1fa3a82a8a047c356e,хз,s,шум,0.0135669369367646,0.0178497274645396,,,,,s,шум,0.0059420475585212,0.0077387518055995,,,,,s,шум,0.014497301577819,0.0252568105320387,,,,,s,шум,0.0061603151979953,0.007308215573521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,003f755669e211d730d955c73ee608dd,хз,s,шум,0.0480661624248856,0.0393802389208912,s,шум,0.0441238662650556,0.0374275334753497,s,шум,0.0068591462556486,0.0072461843381771,,,,,s,шум,0.0433545349173776,0.0402335244605638,s,шум,0.0516852567760022,0.052320297433693,s,шум,0.0071912010365264,0.0084554320035841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,00424eff18f883e091351822642fc33c,НЕТ,s,100,80.53427393984967,34.33348237221667,,,,,s,?2,1.644603715343737,1.2987635355322982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0057e7e9651b925a482f96f38e948d3e,ДА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00668408504ddce0588082bab0d3d551,ДА,s,100,85.78133813936793,2.025746272406997,,,,,s,5,1.3575706704066082,0.4743292088402049,,,,,s,100,85.61707104814454,2.1668649774912883,,,,,s,5,1.667898161559486,0.4749902460338192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,006aae4b62197c7b1e779eaef8593e20,хз,s,шум,0.016476482104668,0.0193151204716865,s,шум,0.0152831028859254,0.0582933658007119,s,шум,0.0075754428393975,0.0078569139796924,,,,,s,шум,0.0147263866186182,0.0203747226579524,s,шум,0.0209409929632499,0.0727007747261516,s,шум,0.0075710833808005,0.0080297208545518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,006b53ba4d90c95a9d039851dc2d352f,хз,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,100,141.45608402016072,0.0262797422825829,s,100,141.44446857537542,0.0285245857402515,s,5,7.072441660436839,0.0099040562130465,s,шум,7.091035420758332,0.0070553850863282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,006cea56d4b18e8b04d82f517e1ee4a3,raw,,,,,p,?1,0.2715159323760377,0.1048336312367778,p,?1,0.0370921907438193,0.0136269040045133,,,,,,,,,p,?1,0.2729206849310897,0.1061596778200869,s,шум,0.0002799331322665,0.000257172778391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,00730da486937e85ddb4bb70ff5cbd75,хз,s,100,81.72140877829558,0.252125353623898,s,400,326.58655324451894,11.090304220602968,s,шум,0.0059705327571264,0.0068191599958024,,,,,,,,,s,400,320.79712487007,7.13253232140497,s,шум,0.0060704509558405,0.0070299075615016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0093b239db1d048d06dc1a243f26d7bd,ДА,s,100,89.7499565872558,33.55980157532155,s,400,346.7189591713633,35.70448041076021,s,5,0.0988116777430875,0.0417825821249617,,,,,s,100,89.74421655432387,4.120792048248866,s,400,342.37804432630526,47.747698159074375,s,5,1.760568694614435,0.83526943956194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,009a72b4ed8e40e5353dbf40525154d1,хз,s,шум,0.0138196122965757,0.0148019268769852,,,,,s,5,0.1465363621075401,0.0426252836152708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,009fc2e790067f8fdfbb075f28323685,raw,,,,,p,?1,0.264120549598186,0.0035979001391035,p,?1,0.0376230313265757,0.0093900544880975,,,,,,,,,p,?1,0.2797325806856532,0.0215936285756471,s,шум,0.0002367342545485,0.0002857784234575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,00b030558ae95ba6051581785c1ef94c,ДА,s,100,86.98955187676896,7.30586250389997,s,100,87.10998714556746,7.361372911624083,s,5,3.795841752116212,1.8119876922474492,,,,,s,100,85.95694197919885,31.237686898127176,s,100,98.7334774350147,21.515206029984185,s,5,0.5217861502292905,0.2871651230327522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,00c5f8869dc11ffc7f771a8f634f704e,хз,s,100,82.13262303253819,35.68950875100053,,,,,s,шум,0.00678872564679,0.0081460440538114,,,,,s,100,82.15003758591602,32.155879620427015,,,,,s,шум,0.0066366856132336,0.0075222215488373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,00d34de9d7cfb35dc22607772275ed68,хз,s,100,80.62347783132033,0.0214470095138234,s,шум,0.0134958732717542,0.0137076700153137,s,шум,0.0071737818705997,0.0073527791611,,,,,s,100,80.64167326869729,34.66565643265417,s,шум,0.0140139411133721,0.0436498384666259,s,шум,0.0068687608612103,0.0079924857118269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,00d4242f4fa66c50a89a7fc565f8ea58,НЕТ,s,100,84.7312679942086,0.9075606749802791,s,100,144.47698266767608,1.5960880258502423,p,?1,0.0385824665124328,0.0073448550130161,,,,,s,100,84.05442227729722,0.5826977162385071,s,100,145.53477468095545,0.7723827237009304,s,5,0.7573188618089005,0.0175018061584279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,00d444f85a08f3952a7d07e50b7aad88,ДА,s,100,85.1097189788189,3.9767361673308064,,,,,s,5,2.585241633095177,0.3973295039723502,,,,,s,100,81.98267704859093,5.373053321846175,,,,,s,5,1.021923457074022,0.2824181097986836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,00edd07c5a6a916d61b2d1dbe708b2d8,хз,s,400,312.05008405355863,107.65444110275388,,,,,s,шум,0.0062547352865014,0.0074541981426454,,,,,s,400,312.2008291233612,31.33378463775813,,,,,s,шум,0.006050291364094,0.0078347175297902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,00f0438f9789e0800c18ca60f9368bba,хз,s,100,87.5970876281074,0.9246366496267342,,,,,s,5,0.1614473107724192,0.0126506264230244,,,,,s,100,86.22074711807838,38.89565816752597,,,,,s,шум,0.0069523927711704,0.0074997503269532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,00f1448fb7a9a13dd6900067cb46af7f,НЕТ,s,100,86.89408612729672,25.656619596613904,s,100,95.27699578224714,46.76651827538643,s,?2,0.1364790065095209,0.1003841843247698,,,,,s,100,85.77606037784888,2.713464705598709,s,100,96.24940120407533,5.391542726739004,s,5,1.3883082749419915,0.7352509999902711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,01008afa77bcbf5b9572771219904dba,raw,s,шум,0.0139199229925199,0.0192534293764914,,,,,,,,,,,,,s,шум,0.0126964008728867,0.019716601009448,,,,,s,?2,0.8604030164117323,0.8610643335508817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,010d07ec94888b07ada8b9c676d75c77,ДА,s,400,336.563989557744,37.24632822497958,s,400,337.9558362890091,33.40106567674698,s,5,1.734151302220487,0.784110846778175,,,,,s,400,335.45842073589097,35.028949738139666,s,400,335.56927846747993,34.70560220213884,s,5,1.795047487263432,0.7859255396292218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,011ae58da94a37586684ef611646c7d5,raw,,,,,p,?1,0.2653004342514514,0.0109312701929104,s,5,0.0697663240397076,0.0230255777046889,,,,,,,,,p,?1,0.2706916677121046,0.1132876344548433,s,шум,0.0002664779334644,0.000255587563124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0127f0cbd83c26f40b417ab7e999336d,хз,s,100,89.1919559096207,1.2738902791133655,s,шум,0.0289279702916168,0.0401402552522934,s,5,0.5569594975404947,0.0346725772453194,,,,,s,100,89.2539222832922,1.271571973345457,s,100,89.93550469898317,1.6246319996441654,s,5,0.1569278831593462,0.0264412259810901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,013f5e0ef8272314c635e01ec5606c38,ДА,s,100,86.92087600656275,1.3821159642846244,s,100,86.66359608734008,0.9388588343639364,s,5,1.0015598850517893,0.3481807181275386,,,,,s,100,86.93143675838604,1.3976118988496906,s,100,85.55516331874281,0.681542188031101,s,5,1.4290765648775434,0.4348370165290409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0147b425bc034a2836c0c0ae24e5ab86,ДА,s,100,81.13257568680717,0.633569200305309,s,100,80.85284989242467,0.5018578504011124,s,5,1.0907219647926254,0.0563590696547912,,,,,s,100,81.1444092920075,0.6394740149425587,s,100,80.86439948320361,0.4508146544554045,s,5,1.2382132149762914,0.0296328610940446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0151603efd7d68da8f18141591f7f252,ДА,s,100,84.45645713365457,1.1137097667012346,,,,,s,5,1.1976398378657307,0.1742100763345394,,,,,s,100,84.5127631897555,0.7779670879317263,,,,,s,5,0.8951344488959098,0.0754388005826266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,015bbda30e1de08fab25996b9379e31b,НЕТ,s,100,84.00411267091734,0.6368618384073852,s,100,143.17114339126906,1.092434375952145,p,?1,0.033822285876577,0.0076395941873258,,,,,s,100,83.8652255995983,0.5157140199833485,s,100,145.2128903147393,0.7907314182756933,s,5,0.9408396695881808,0.0078734255288455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,016094a187c699fa395f00dad5fd3750,хз,s,100,90.05013274233931,1.661992446823775,s,400,346.1716584118454,34.68173531019286,s,шум,0.0076256563253034,0.0076551517811673,,,,,s,100,89.85521552858044,1.7801282098459317,s,400,343.5808918113583,45.31390740385009,s,5,0.1378558928589907,0.0346257111804631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0165f646f39646ea86f1f2b3b3be3a61,НЕТ,,,,,p,?1,0.4084815390215567,0.1697407909721196,s,шум,0.0068908952429379,0.0080353767594314,s,шум,0.0016949637583001,0.001899788068212,,,,,,,,,s,шум,0.0072148405012605,0.0083054788320783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,0.0034459328079116
31,0172e6900da40fd399d75e8f0f535ffd,НЕТ,,,,,p,?1,0.3695760105740391,0.1448685895395895,s,шум,0.0067417555891873,0.0081494059682226,s,1,0.6659472929154514,0.2120602706892994,,,,,,,,,s,шум,0.0071883050651668,0.0086653009537948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,0.0032129388728338
32,0173852ca62b88389f09792df1ce824a,хз,s,100,87.1938740466457,1.1884384393472638,,,,,s,5,0.1581024259598984,0.0139007961578078,,,,,s,100,86.2921706295531,34.3931275752807,,,,,s,шум,0.0070726103634332,0.0088888398888223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,017596a2f6a691df50cd97652ac338b4,ДА,s,100,85.3983664299411,11.733573271743357,s,100,97.1486404933117,12.172513855049027,s,5,1.9040884552411144,0.2601062802096796,,,,,s,100,85.63839294384947,7.391874141474206,s,100,93.39836256524777,10.658716669350058,s,5,3.1583149024831187,0.4881722929305097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,018d770e954afd2512310a89df469561,ДА,s,100,84.75956579643136,9.041943037715011,s,100,95.74034259374378,12.41097987432864,s,5,1.805687520577348,0.2763443621169423,,,,,s,100,85.49214754192398,5.592272592478872,s,100,93.90813303271996,7.704388198367309,s,5,1.873262935472008,0.3104289900377507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0193abe81e15d2c14f884ca1decdcdb4,хз,s,шум,0.0132718822154867,0.019949255198326,s,шум,0.0163149790357517,0.0165535800794848,s,5,0.3759645345717297,0.0698005969584578,,,,,s,шум,0.4653307895653146,0.3729543197921081,s,шум,0.4592191742926009,0.3752212822075467,s,шум,0.0065874288913994,0.0073688978002731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,01944635dc2f4ca33ab272e47ac4142c,хз,s,шум,0.0344599746538645,0.0761019122753159,s,шум,0.0768258920002098,0.1422303846720397,s,шум,0.006662424518252,0.0080937225366041,,,,,s,шум,0.0474486103410611,0.0799140555927795,s,шум,0.0409508554437193,0.0903238025384894,s,5,14.151090640918806,4.702894247463958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,01af49fe3cb3bd32e7b4573024d8a74d,хз,s,100,100.64972369211996,23.849268812250088,s,100,100.0812534307848,29.66566304394329,s,шум,0.0083020198063723,0.0108323727094852,,,,,s,100,83.99430608889958,3.8939647929307615,s,100,84.02559285810165,3.899268292703269,s,5,3.100383999647849,0.2868733266780923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,01bd16f98093d6af4db5669f63e567bc,хз,s,100,141.43555534734378,0.0348650532169494,s,100,141.4342989719611,0.0310842577582254,s,5,7.074710547128226,0.0097075198989025,s,шум,7.102603593648497,0.0078163678922333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,01be4d555fefb98f81e7ff11dca1a78d,хз,s,шум,0.0191115092058017,0.01780565169013,s,шум,0.0171462608233855,0.0167693405238402,s,5,4.247836655927519,0.6026149856688036,s,шум,0.0023282138500196,0.0022084069541264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,01d6b6980d6eb681b1a25a8a2166757f,НЕТ,s,?2,143.62212589606307,106.33970105671904,s,?2,143.63241164935982,106.34289557203414,s,?2,7.151918048410204,5.320140242580041,s,шум,0.0016659837423898,0.0021350358339527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,01e18f7bae8bb1e6c802d2ecadbe6455,хз,s,шум,0.0141999039298424,0.016429685553434,s,шум,0.0111400785705051,0.0131227588139873,s,5,1.8838199911148623,0.3683131034870305,,,,,s,шум,0.0190094367021124,0.0256068444060811,s,шум,0.0122486101673474,0.0137105319786097,s,5,2.045651709224511,0.4319909641890919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,01e643bc07be0cce32c3abc0c98f0465,ДА,s,100,81.83062548320682,1.1240915078431553,s,100,81.84290742707603,1.125456379124916,s,5,1.4558969123149346,0.2760908154952097,,,,,s,100,82.50985026043172,3.429385032820889,s,100,82.50720004199364,3.434335111135315,s,5,1.9016463795649852,0.1435387117603214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,01e7a05a0021a65dc90adf435ac08d00,хз,s,100,87.5039177332053,9.006838873351965,,,,,s,шум,0.0075164766573342,0.0079870685918125,,,,,s,100,85.90933933735471,8.654463179202079,,,,,s,шум,0.0063152036316312,0.0080768260868659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,01fb461668795fff134b1db34e665618,ДА,s,100,168.6179206176798,51.426827346561474,,,,,s,5,1.571796779199774,0.6240626355214637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0207d99ac73e1c40496b3bf788600f3c,ДА,,,,,,,,,s,5,1.5710045864761777,0.6195608873117234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0213a0dbeabd0126c5bf522ddb2ccd5f,raw,s,400,396.44373394728575,154.8798480553476,s,400,390.71311087729015,153.03692768131862,,,,,,,,,s,400,323.11154351240657,5.101676715856411,s,400,322.910221536612,5.231855790411978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,021ae3735c6846f8aa893310024a7e9e,ДА,s,100,83.37510539745092,0.8177845213800121,s,100,144.74475201463056,1.4037406784899402,s,5,0.4939928420469596,0.0172990071361738,,,,,s,100,84.14378339053566,0.5316399916804795,s,100,144.70402314559857,0.839428621545064,s,5,0.4783474134204361,0.0166808036558942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,02256cdf2045648af18d2a205a7e5ad6,ДА,s,100,86.15093619854905,8.090453219710131,s,100,86.15100723111884,8.06740651390507,s,5,4.396259407108739,2.1353412625704,,,,,s,100,86.10659983059986,45.642565657062505,s,100,84.63395749061043,20.481143338155366,s,5,0.0824504685506561,0.029823524423095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,02265d868b14cedeebe5d81d129f9661,НЕТ,s,100,87.0033598354884,11.926261588066076,s,100,148.3016205673184,18.51149393277279,p,?1,0.0201961374705471,0.0076132899243862,,,,,s,100,86.25374486441376,21.491930113845815,s,100,149.2948166549951,30.111666476585015,s,шум,0.0281092934987322,0.0285634478552736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0227f0e536a7d14180b3895a9f8eba63,хз,s,100,86.190419553629,37.17572867982256,,,,,s,шум,0.0076625801768887,0.0080254535162373,,,,,s,100,89.39885628024116,37.83255592417636,,,,,s,шум,0.0071063667819597,0.008074137534091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0230fdbb38ebb5dec5dff6fe14480c1d,raw,s,шум,0.0977238478416298,0.1163733612273217,s,400,313.55051469472204,34.79125026272537,,,,,,,,,s,шум,0.050608349044876,0.0914906794516346,s,400,321.63891985319646,36.12055348202421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,023d8affa2b450a4d37f96b75797abfa,хз,s,шум,0.0111616666609259,0.0145805323783437,s,шум,0.0115908191811338,0.014464478732276,s,шум,0.0068009815868869,0.0074203461498761,,,,,s,шум,0.0117186893347681,0.0179530776794958,s,шум,0.0121677565656596,0.0163318068389178,s,шум,0.0065427175897755,0.0071522899142263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,023daaf70ce1027c8d40db8641d6b901,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,024e0a6888fe979826ecb389bce50eae,хз,s,шум,0.0121541996780718,0.0225203541391582,s,шум,0.0118341738578145,0.0137897257073208,s,шум,0.0199081032520482,0.0246696790659433,,,,,s,100,141.43616952801145,0.0537622885511102,s,100,141.4362433004748,0.0376923979832591,s,5,7.0763224487726815,0.0076902259713697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0259ef6cf7444b21d5715487bd8f5e9b,хз,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,100,141.47755496643362,0.0270662575615232,s,100,141.4743137457442,0.0278108832295904,s,5,7.072844803113095,0.0087163403092715,s,шум,7.087442595483754,0.0066018319107886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,025f77d24f1aa33f2b5d126a5908fd59,хз,,,,,,,,,s,шум,0.0072811086345565,0.0078874083327933,,,,,,,,,s,шум,0.0210030311892471,0.0554835388474296,s,шум,0.0069371601385323,0.0079402891670066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,0.0006376436076225
57,0264ab5eb473362894cba550827cd2ee,хз,s,шум,0.0173466181216349,0.0200492263042058,s,шум,0.0129052310474509,0.0131934406048346,s,шум,0.0069894274722387,0.0081708012299039,,,,,s,шум,0.0213136094316971,0.0263923792935776,s,шум,0.01264394177631,0.0157638715059959,s,шум,0.0061678734207627,0.0079676877067823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0270413bb6a32cc758cb4e710270b561,хз,s,400,330.87401596494635,35.642560716068246,s,400,331.00709030894626,35.64958564831726,s,5,0.1000839296266656,0.0121070786283027,,,,,,,,,s,400,329.50425978142874,35.56985492731658,s,шум,0.0068321638970814,0.0088128140942513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,02790d597266d85d8a1f854f4c396737,ДА,s,100,85.4253864753272,0.9656680079044004,,,,,s,5,0.2387048529867334,0.0160085414091159,,,,,s,100,87.4898312764819,0.916222708131602,,,,,s,5,0.1138313099069717,0.0120132677388736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,028849d181e9f2802b2bc9e7137175f5,НЕТ,s,100,84.09275377117918,0.6398621464702444,s,100,143.42150440826236,1.086350692503525,p,?1,0.0345543193852797,0.0081531365837604,,,,,s,100,83.82439284468406,0.5792917369034317,s,100,145.0660430767229,0.9629541665826356,s,5,0.948573891802772,0.0095735021552674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,028876044f06dd586696e54208f8c732,ДА,s,100,141.27657605008957,60.20279897705084,,,,,s,5,1.5712608774888468,0.6605566492731524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,028b1843f05db7fb94bc5bcd718fbf0c,ДА,s,100,143.88056095807926,3.5740611159130804,,,,,s,5,28.661282024527363,9.721046701391847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,029dfb7f75c514ad2cd369b4ca8463ba,хз,s,100,141.41298305898303,0.0258025912680206,s,100,141.4184649250959,0.0245841684487776,s,5,7.074468368583083,0.0100900502188715,s,шум,7.090964601885344,0.0068735730852707,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,02a36539a3f3b5c1590cd5b4c3ee5913,хз,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,шум,0.0,0.0,s,100,141.44912795526454,0.0287817268996977,s,100,141.45609575552228,0.0248918021344613,s,5,7.074345150398482,0.0098685635975982,s,шум,7.085149929012986,0.0070551246976155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,02af72d1d33e89c4f85940a618310a7e,хз,s,шум,0.0095032504843042,0.0169710205146209,,,,,s,шум,0.0059416184033357,0.008422950009048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,02baf6bdbf76829499bf2c2c3fd42978,хз,s,400,329.8539478620782,40.72708545429525,s,400,329.9535760101528,41.00330556220332,s,5,0.0935832679407013,0.0143210453445361,,,,,,,,,s,400,328.3829118775057,43.36154320356787,s,шум,0.006981523523645,0.0075118327470753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,02bdbbac535295c7f1665642a2bb4730,хз,,,,,,,,,s,шум,0.0068860153776342,0.0079048306015264,,,,,,,,,s,шум,0.0210947560660307,0.0472446685164959,s,шум,0.0068110996333618,0.0074983839121992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,0.0006376436076225
68,02bf088ba9d40ff0a8049f2668c7a56f,ДА,s,100,92.17061350755397,37.435210351481246,,,,,s,5,1.993807909226085,0.6678958759882893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,02c07dd985b84306fa4e50cd6a823c27,НЕТ,,,,,p,?1,9.777795030569608,1.1580917179062422,s,шум,0.0066115310545487,0.0081764355378824,s,шум,0.0014934019440487,0.0019416208338159,,,,,,,,,s,шум,0.0074436150825108,0.0081350739717513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,0.0030872558377771
70,02caf591551ea4e3a5635f740999ff89,хз,s,шум,0.031097823443255,0.0701313093629747,s,шум,0.0718342114491813,0.1433327402829824,s,шум,0.0077404889398849,0.007701791598212,,,,,s,шум,0.0472884400779178,0.0744441891228529,s,шум,0.035189195566254,0.0917566579778954,s,5,14.149921994808505,4.419204722571525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
