file_name,IA,IC,UA BB,UB BB,UC BB,UN BB
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.08309099823236465,85.15341186523438,-44.187156677246094,-40.56923294067383,0.2522149980068207
ffcacf44cae74848751247458c0c039d_Bus 1,0.2120800018310547,-0.1014769971370697,84.11296844482422,-29.111572265625,-54.50065231323242,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.2120800018310547,-0.12905600666999817,80.54573059082031,-14.787262916564941,-65.20950317382812,0.30175700783729553
ffcacf44cae74848751247458c0c039d_Bus 1,0.1752600073814392,-0.14744199812412262,73.52685546875,1.2733269929885864,-74.19964599609375,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,-0.18421399593353271,63.50225067138672,18.25214195251465,-81.2066650390625,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.12923499941825867,-0.20260000228881836,49.71222686767578,35.89875793457031,-85.10680389404297,0.2522149980068207
ffcacf44cae74848751247458c0c039d_Bus 1,0.12923499941825867,-0.2209859937429428,34.138580322265625,50.974342346191406,-84.69365692138672,0.23570099472999573
ffcacf44cae74848751247458c0c039d_Bus 1,0.09241499751806259,-0.21179300546646118,19.935680389404297,62.493892669677734,-82.0825424194336,0.20267300307750702
ffcacf44cae74848751247458c0c039d_Bus 1,0.03718499839305878,-0.19340699911117554,4.7914252281188965,71.5425796508789,-76.05055236816406,0.12010300159454346
ffcacf44cae74848751247458c0c039d_Bus 1,-0.027249999344348907,-0.15663500130176544,-11.475850105285645,78.87168884277344,-67.19261932373047,0.08707500249147415
ffcacf44cae74848751247458c0c039d_Bus 1,-0.06407000124454498,-0.1382489949464798,-29.21295928955078,84.23078155517578,-54.89727783203125,0.0705609992146492
ffcacf44cae74848751247458c0c039d_Bus 1,-0.10089000314474106,-0.11067000031471252,-45.84356689453125,84.94866943359375,-39.11494445800781,-0.012009000405669212
ffcacf44cae74848751247458c0c039d_Bus 1,-0.11009500175714493,-0.09228400141000748,-58.82435607910156,83.27916717529297,-24.48943519592285,-0.06155100092291832
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,-0.04631900042295456,-68.89850616455078,78.62126159667969,-9.814348220825195,-0.11109299957752228
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1745299994945526,0.018031999468803406,-77.00736999511719,70.44071197509766,6.397657871246338,-0.14412100613117218
ffcacf44cae74848751247458c0c039d_Bus 1,-0.20214499533176422,0.045611001551151276,-83.13443756103516,59.305145263671875,23.50206756591797,-0.19366300106048584
ffcacf44cae74848751247458c0c039d_Bus 1,-0.22976000607013702,0.10076899826526642,-85.1162338256836,44.0626106262207,40.689109802246094,-0.2101770043373108
ffcacf44cae74848751247458c0c039d_Bus 1,-0.2113499939441681,0.11915499716997147,-84.10881805419922,29.020416259765625,54.62052536010742,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.20214499533176422,0.1375409960746765,-80.42597198486328,14.59593677520752,65.34590148925781,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1745299994945526,0.1743129938840866,-73.29149627685547,-1.5314329862594604,74.33604431152344,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,0.20189200341701508,-63.26689147949219,-18.560333251953125,81.34307098388672,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.13771000504493713,0.22027799487113953,-49.394290924072266,-36.19025421142578,85.11099243164062,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1193000003695488,0.23866400122642517,-33.919734954833984,-51.1823616027832,84.69784545898438,-0.2101770043373108
ffcacf44cae74848751247458c0c039d_Bus 1,-0.08247999846935272,0.22027799487113953,-19.683805465698242,-62.6351318359375,82.03716278076172,-0.1771489977836609
ffcacf44cae74848751247458c0c039d_Bus 1,-0.018045000731945038,0.20189200341701508,-4.556065082550049,-71.63373565673828,75.9886474609375,-0.14412100613117218
ffcacf44cae74848751247458c0c039d_Bus 1,0.027979999780654907,0.15592700242996216,11.711210250854492,-78.84597778320312,67.03155517578125,-0.06155100092291832
ffcacf44cae74848751247458c0c039d_Bus 1,0.06480000168085098,0.15592700242996216,29.41529083251953,-84.17168426513672,54.703155517578125,-0.028522999957203865
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,0.1283479928970337,46.01286315917969,-84.92295837402344,38.92082595825195,0.05404699966311455
ffcacf44cae74848751247458c0c039d_Bus 1,0.12923499941825867,0.10996200144290924,58.97713851928711,-83.20337677001953,24.328367233276367,0.05404699966311455
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,0.06399700045585632,69.10083770751953,-78.4953842163086,9.570650100708008,0.12010300159454346
ffcacf44cae74848751247458c0c039d_Bus 1,0.19367000460624695,-0.00954699981957674,77.19318389892578,-70.31483459472656,-6.641355991363525,0.16964499652385712
ffcacf44cae74848751247458c0c039d_Bus 1,0.19367000460624695,-0.037126000970602036,83.33676147460938,-59.095794677734375,-23.861448287963867,0.18615899980068207
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.09228400141000748,85.10386657714844,-43.736392974853516,-40.99890899658203,0.2522149980068207
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.09228400141000748,84.04691314697266,-28.710893630981445,-54.86422348022461,0.26872900128364563
ffcacf44cae74848751247458c0c039d_Bus 1,0.2120800018310547,-0.12905600666999817,80.3970947265625,-14.303108215332031,-65.54002380371094,0.33478501439094543
ffcacf44cae74848751247458c0c039d_Bus 1,0.1752600073814392,-0.14744199812412262,73.1965560913086,1.7908719778060913,-74.41448211669922,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,-0.18421399593353271,63.138919830322266,18.76968765258789,-81.3884506225586,0.3182710111141205
ffcacf44cae74848751247458c0c039d_Bus 1,0.13843999803066254,-0.2209859937429428,49.200260162353516,36.382911682128906,-85.10680389404297,0.26872900128364563
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,-0.2209859937429428,33.725704193115234,51.34163284301758,-84.62754821777344,0.20267300307750702
ffcacf44cae74848751247458c0c039d_Bus 1,0.09241499751806259,-0.23017899692058563,19.489774703979492,62.76101303100586,-81.9338150024414,0.16964499652385712
ffcacf44cae74848751247458c0c039d_Bus 1,0.01877499930560589,-0.18421399593353271,4.329004764556885,71.77631378173828,-75.86876678466797,0.1366170048713684
ffcacf44cae74848751247458c0c039d_Bus 1,-0.027249999344348907,-0.1750209927558899,-11.954785346984863,79.02194213867188,-66.92820739746094,0.08707500249147415
ffcacf44cae74848751247458c0c039d_Bus 1,-0.06407000124454498,-0.12905600666999817,-29.724924087524414,84.29756164550781,-54.50065231323242,0.05404699966311455
ffcacf44cae74848751247458c0c039d_Bus 1,-0.09168499708175659,-0.11986300349235535,-46.256439208984375,84.94866943359375,-38.652217864990234,0.004505000077188015
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1193000003695488,-0.09228400141000748,-59.12162399291992,83.16230010986328,-24.109338760375977,-0.07806500047445297
ffcacf44cae74848751247458c0c039d_Bus 1,-0.146915003657341,-0.037126000970602036,-69.14623260498047,78.40422821044922,-9.351619720458984,-0.11109299957752228
ffcacf44cae74848751247458c0c039d_Bus 1,-0.18373499810695648,0.018031999468803406,-77.20555114746094,70.15689849853516,6.860385894775391,-0.14412100613117218
ffcacf44cae74848751247458c0c039d_Bus 1,-0.19293999671936035,0.0548040010035038,-83.26655578613281,58.93785858154297,24.06395149230957,-0.19366300106048584
ffcacf44cae74848751247458c0c039d_Bus 1,-0.22055499255657196,0.0915760025382042,-85.13275146484375,43.59515380859375,41.18488693237305,-0.2101770043373108
ffcacf44cae74848751247458c0c039d_Bus 1,-0.2113499939441681,0.10996200144290924,-84.0262451171875,28.653127670288086,54.951045989990234,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.20214499533176422,0.14673399925231934,-80.27734375,14.145172119140625,65.64337158203125,-0.3092609941959381
ffcacf44cae74848751247458c0c039d_Bus 1,-0.16532500088214874,0.16512000560760498,-73.04376983642578,-2.0155880451202393,74.5674057006836,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,0.20189200341701508,-62.920074462890625,-19.06118392944336,81.4917984008789,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1193000003695488,0.22027799487113953,-48.964900970458984,-36.674407958984375,85.1771011352539,-0.2432049959897995
ffcacf44cae74848751247458c0c039d_Bus 1,-0.11009500175714493,0.23866400122642517,-33.440799713134766,-51.532958984375,84.64826965332031,-0.2101770043373108
ffcacf44cae74848751247458c0c039d_Bus 1,-0.07327499985694885,0.22947099804878235,-19.237899780273438,-62.93564224243164,81.888427734375,-0.16063499450683594
ffcacf44cae74848751247458c0c039d_Bus 1,-0.027249999344348907,0.20189200341701508,-4.044099807739258,-71.88416290283203,75.74075317382812,-0.14412100613117218
ffcacf44cae74848751247458c0c039d_Bus 1,0.03718499839305878,0.1743129938840866,12.173629760742188,-79.02962493896484,66.7506103515625,-0.07806500047445297
ffcacf44cae74848751247458c0c039d_Bus 1,0.06480000168085098,0.1375409960746765,29.91073989868164,-84.2718505859375,54.33958435058594,-0.028522999957203865
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,0.11915499716997147,46.44225311279297,-84.88956451416016,38.47462463378906,0.037533000111579895
ffcacf44cae74848751247458c0c039d_Bus 1,0.1200300008058548,0.10076899826526642,59.30744171142578,-83.10320281982422,23.931743621826172,0.05404699966311455
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,0.045611001551151276,69.3155288696289,-78.27835083007812,9.140974044799805,0.1035889983177185
ffcacf44cae74848751247458c0c039d_Bus 1,0.1752600073814392,-0.00954699981957674,77.37484741210938,-70.03102111816406,-7.120610237121582,0.16964499652385712
ffcacf44cae74848751247458c0c039d_Bus 1,0.20287500321865082,-0.037126000970602036,83.4523696899414,-58.71180725097656,-24.39027976989746,0.21918700635433197
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.07389800250530243,85.13690185546875,-43.23554229736328,-41.461639404296875,0.23570099472999573
ffcacf44cae74848751247458c0c039d_Bus 1,0.20287500321865082,-0.09228400141000748,84.0303955078125,-28.326908111572266,-55.21126937866211,0.26872900128364563
ffcacf44cae74848751247458c0c039d_Bus 1,0.2120800018310547,-0.11986300349235535,80.26497650146484,-13.885732650756836,-65.82096099853516,0.30175700783729553
ffcacf44cae74848751247458c0c039d_Bus 1,0.1752600073814392,-0.15663500130176544,72.99837493896484,2.2249419689178467,-74.66236877441406,0.30175700783729553
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,-0.18421399593353271,62.79210662841797,19.2872314453125,-81.50413513183594,0.3182710111141205
ffcacf44cae74848751247458c0c039d_Bus 1,0.13843999803066254,-0.21179300546646118,48.73783874511719,36.88376235961914,-85.13985443115234,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,-0.23937200009822845,33.31283187866211,51.725616455078125,-84.59449768066406,0.20267300307750702
ffcacf44cae74848751247458c0c039d_Bus 1,0.08320999890565872,-0.2209859937429428,19.093414306640625,63.094913482666016,-81.81813049316406,0.20267300307750702
ffcacf44cae74848751247458c0c039d_Bus 1,0.027979999780654907,-0.1750209927558899,3.850069999694824,72.0267333984375,-75.63740539550781,0.1366170048713684
ffcacf44cae74848751247458c0c039d_Bus 1,-0.027249999344348907,-0.16582800447940826,-12.483264923095703,79.25566864013672,-66.61421203613281,0.08707500249147415
ffcacf44cae74848751247458c0c039d_Bus 1,-0.06407000124454498,-0.12905600666999817,-30.23689079284668,84.39773559570312,-54.07097625732422,0.0705609992146492
ffcacf44cae74848751247458c0c039d_Bus 1,-0.10089000314474106,-0.11986300349235535,-46.669315338134766,84.8985824584961,-38.206016540527344,-0.012009000405669212
ffcacf44cae74848751247458c0c039d_Bus 1,-0.12850500643253326,-0.1014769971370697,-59.43540954589844,83.09552001953125,-23.69618797302246,-0.04503700137138367
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,-0.04631900042295456,-69.41046905517578,78.23727416992188,-8.921943664550781,-0.09457899630069733
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1745299994945526,0.02722500078380108,-77.40373229980469,69.83969116210938,7.339640140533447,-0.16063499450683594
ffcacf44cae74848751247458c0c039d_Bus 1,-0.19293999671936035,0.03641799837350845,-83.41519165039062,58.52048110961914,24.592784881591797,-0.19366300106048584
ffcacf44cae74848751247458c0c039d_Bus 1,-0.2113499939441681,0.10076899826526642,-85.13275146484375,43.11099624633789,41.64761734008789,-0.22669099271297455
ffcacf44cae74848751247458c0c039d_Bus 1,-0.2113499939441681,0.11915499716997147,-83.94367218017578,28.202362060546875,55.34767150878906,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.19293999671936035,0.15592700242996216,-80.14521789550781,13.72779655456543,65.94083404541016,-0.3092609941959381
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1745299994945526,0.15592700242996216,-72.7960433959961,-2.466352939605713,74.7822494506836,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,0.2110850065946579,-62.58977508544922,-19.595422744750977,81.7066421508789,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.12850500643253326,0.23866400122642517,-48.485965728759766,-37.141868591308594,85.21015167236328,-0.25971901416778564
ffcacf44cae74848751247458c0c039d_Bus 1,-0.11009500175714493,0.22947099804878235,-33.06095504760742,-51.91694259643555,84.63174438476562,-0.2432049959897995
ffcacf44cae74848751247458c0c039d_Bus 1,-0.08247999846935272,0.22947099804878235,-18.84153938293457,-63.202762603759766,81.73969268798828,-0.14412100613117218
ffcacf44cae74848751247458c0c039d_Bus 1,-0.036455001682043076,0.20189200341701508,-3.5651650428771973,-72.13459014892578,75.49286651611328,-0.12760700285434723
ffcacf44cae74848751247458c0c039d_Bus 1,0.027979999780654907,0.18350599706172943,12.71862506866455,-79.28004455566406,66.45314025878906,-0.07806500047445297
ffcacf44cae74848751247458c0c039d_Bus 1,0.07400500029325485,0.14673399925231934,30.439220428466797,-84.38871765136719,53.89338302612305,-0.012009000405669212
ffcacf44cae74848751247458c0c039d_Bus 1,0.10162000358104706,0.1375409960746765,46.888160705566406,-84.90626525878906,38.04494857788086,0.037533000111579895
ffcacf44cae74848751247458c0c039d_Bus 1,0.1200300008058548,0.11915499716997147,59.62122344970703,-83.00303649902344,23.50206756591797,0.0705609992146492
ffcacf44cae74848751247458c0c039d_Bus 1,0.16605499386787415,0.0548040010035038,69.57977294921875,-78.0947036743164,8.661720275878906,0.12010300159454346
ffcacf44cae74848751247458c0c039d_Bus 1,0.18446500599384308,-0.00954699981957674,77.5565185546875,-69.73050689697266,-7.550285816192627,0.15313099324703217
ffcacf44cae74848751247458c0c039d_Bus 1,0.20287500321865082,-0.04631900042295456,83.56797790527344,-58.327823638916016,-24.919111251831055,0.21918700635433197
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.08309099823236465,85.13690185546875,-42.7847785949707,-41.92436599731445,0.23570099472999573
ffcacf44cae74848751247458c0c039d_Bus 1,0.23048999905586243,-0.09228400141000748,83.9643325805664,-27.876142501831055,-55.59136962890625,0.26872900128364563
ffcacf44cae74848751247458c0c039d_Bus 1,0.20287500321865082,-0.12905600666999817,80.11634063720703,-13.45166301727295,-66.06885528564453,0.30175700783729553
ffcacf44cae74848751247458c0c039d_Bus 1,0.16605499386787415,-0.15663500130176544,72.71762084960938,2.6757071018218994,-74.84415435791016,0.3182710111141205
ffcacf44cae74848751247458c0c039d_Bus 1,0.16605499386787415,-0.18421399593353271,62.445289611816406,19.804777145385742,-81.7189712524414,0.30175700783729553
ffcacf44cae74848751247458c0c039d_Bus 1,0.12923499941825867,-0.20260000228881836,48.34148025512695,37.317832946777344,-85.17290496826172,0.2852430045604706
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,-0.23017899692058563,32.89995574951172,52.07621383666992,-84.56144714355469,0.20267300307750702
ffcacf44cae74848751247458c0c039d_Bus 1,0.09241499751806259,-0.2209859937429428,18.63099479675293,63.36203384399414,-81.68592071533203,0.18615899980068207
ffcacf44cae74848751247458c0c039d_Bus 1,0.01877499930560589,-0.18421399593353271,3.404165029525757,72.27716064453125,-75.40604400634766,0.12010300159454346
ffcacf44cae74848751247458c0c039d_Bus 1,-0.027249999344348907,-0.1750209927558899,-12.995229721069336,79.42262268066406,-66.30021667480469,0.0705609992146492
ffcacf44cae74848751247458c0c039d_Bus 1,-0.06407000124454498,-0.12905600666999817,-30.79840087890625,84.53129577636719,-53.641300201416016,0.037533000111579895
ffcacf44cae74848751247458c0c039d_Bus 1,-0.10089000314474106,-0.11067000031471252,-47.11521911621094,84.88188934326172,-37.7432861328125,-0.012009000405669212
ffcacf44cae74848751247458c0c039d_Bus 1,-0.12850500643253326,-0.09228400141000748,-59.765708923339844,83.01204681396484,-23.316089630126953,-0.07806500047445297
ffcacf44cae74848751247458c0c039d_Bus 1,-0.146915003657341,-0.037126000970602036,-69.67471313476562,78.00354766845703,-8.459216117858887,-0.11109299957752228
ffcacf44cae74848751247458c0c039d_Bus 1,-0.1745299994945526,0.018031999468803406,-77.56887817382812,69.6226577758789,7.785841941833496,-0.12760700285434723
ffcacf44cae74848751247458c0c039d_Bus 1,-0.19293999671936035,0.0548040010035038,-83.56382751464844,58.11980056762695,25.138141632080078,-0.22669099271297455
ffcacf44cae74848751247458c0c039d_Bus 1,-0.22055499255657196,0.10076899826526642,-85.08320617675781,42.6268424987793,42.06076431274414,-0.2432049959897995
ffcacf44cae74848751247458c0c039d_Bus 1,-0.20214499533176422,0.10996200144290924,-83.91063690185547,27.818376541137695,55.645137786865234,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.2113499939441681,0.1375409960746765,-79.96355438232422,13.260336875915527,66.2383041381836,-0.25971901416778564
ffcacf44cae74848751247458c0c039d_Bus 1,-0.16532500088214874,0.16512000560760498,-72.56483459472656,-2.9838979244232178,75.06318664550781,-0.25971901416778564
ffcacf44cae74848751247458c0c039d_Bus 1,-0.15612000226974487,0.20189200341701508,-62.25947570800781,-20.129663467407227,81.888427734375,-0.29274699091911316
ffcacf44cae74848751247458c0c039d_Bus 1,-0.13771000504493713,0.22947099804878235,-48.056575775146484,-37.60932922363281,85.1936264038086,-0.2762329876422882
ffcacf44cae74848751247458c0c039d_Bus 1,-0.10089000314474106,0.247857004404068,-32.63156509399414,-52.28423309326172,84.56563568115234,-0.2101770043373108
ffcacf44cae74848751247458c0c039d_Bus 1,-0.08247999846935272,0.22027799487113953,-18.41214942932129,-63.48657989501953,81.62400817871094,-0.16063499450683594
ffcacf44cae74848751247458c0c039d_Bus 1,-0.018045000731945038,0.19269900023937225,-3.11926007270813,-72.31822967529297,75.2614974975586,-0.12760700285434723
ffcacf44cae74848751247458c0c039d_Bus 1,0.027979999780654907,0.18350599706172943,13.164529800415039,-79.41360473632812,66.15567779541016,-0.07806500047445297
ffcacf44cae74848751247458c0c039d_Bus 1,0.08320999890565872,0.15592700242996216,30.95118522644043,-84.4721908569336,53.463706970214844,-0.028522999957203865
ffcacf44cae74848751247458c0c039d_Bus 1,0.11082500219345093,0.1283479928970337,47.33406448364258,-84.8561782836914,37.59874725341797,0.037533000111579895
ffcacf44cae74848751247458c0c039d_Bus 1,0.1200300008058548,0.10996200144290924,59.9515266418457,-82.90286254882812,23.105443954467773,0.1035889983177185
ffcacf44cae74848751247458c0c039d_Bus 1,0.15684999525547028,0.0548040010035038,69.87703704833984,-77.91105651855469,8.232044219970703,0.12010300159454346
ffcacf44cae74848751247458c0c039d_Bus 1,0.18446500599384308,-0.00954699981957674,77.77120971679688,-69.49678039550781,-8.01301383972168,0.15313099324703217
ffcacf44cae74848751247458c0c039d_Bus 1,0.20287500321865082,-0.04631900042295456,83.73312377929688,-57.9438362121582,-25.414892196655273,0.23570099472999573
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.09228400141000748,85.1203842163086,-42.334014892578125,-42.370567321777344,0.23570099472999573
ffcacf44cae74848751247458c0c039d_Bus 1,0.22128500044345856,-0.09228400141000748,83.88175964355469,-27.4754638671875,-55.90536117553711,0.2852430045604706
