1,0,-15.000000000000002,25,-3110,-2022,5122,-16,-8,14,-3120,-2143,5280,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,625,-12,27,-2163,-2948,5117,-13,-8,15,-2219,-3045,5278,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3,1250,-10,27,-1283,-3674,4977,-11,-5,14,-1368,-3719,5097,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4,1875,-3,23,-375,-4234,4640,-7,-3,13,-385,-4335,4722,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5,2500,1,21,590,-4672,4121,-6,0,13,667,-4847,4173,-6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6,3125,6,19,1630,-4999,3417,-2,2,12,1753,-5204,3432,-14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
7,3750,12,16,2644,-5071,2482,0,5,11,2738,-5293,2525,-20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8,4375,13.999999999999998,12,3474,-4989,1574,5,5,9,3499,-5176,1641,-25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9,5000,17,6.999999999999999,4113,-4734,681,8,8,4,4123,-4892,727,-27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
10,5625,21,2,4612,-4266,-286,9,12,3,4690,-4396,-338,-27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
11,6250,23,-2,4994,-3637,-1296,11,11,2,5119,-3736,-1425,-25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
12,6875,26,-9,5139,-2747,-2335,14,14,-1,5263,-2844,-2460,-24,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
13,7500,24,-11,5093,-1831,-3212,16,14,-5,5207,-1939.0000000000002,-3300,-19,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
14,8125,25,-13,4897,-961.0000000000001,-3891.0000000000005,18,14,-5,4974,-1068,-3930,-14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15,8750,22,-17,4490,-14,-4439,18,13,-8,4533,-16,-4538,-12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
16,9375,19,-21,3915,976.0000000000001,-4867,17,11,-10,3944.0000000000005,1059,-5021,-11,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
17,10000,16,-23,3112,2021.0000000000002,-5121,15,11,-11,3121,2140,-5278,-11,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
18,10625,12,-24,2166,2947,-5117,13,10,-14,2219,3045,-5279,-8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
19,11250,10,-25,1284,3677,-4974,12,9,-10,1361,3722,-5092,-5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
20,11875,3,-22,371,4236,-4636,10,4,-11,378,4338,-4718,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
21,12500,-2,-20,-596,4678,-4121,5,2,-11,-674,4852,-4171,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
22,13125,-6,-17,-1641,5006,-3413,3,1,-9,-1762,5210,-3430,15.000000000000002,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
23,13750,-10,-13.999999999999998,-2651,5073,-2475,-1,-4,-9,-2745,5291,-2518,20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
24,14375,-12,-11,-3472,4988,-1572,-3,-4,-6,-3502,5176,-1637,24,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
25,15000,-18,-6,-4113,4733,-679,-5,-7,-3,-4122,4889,-725,26,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
26,15625,-20,-1,-4610,4265,286,-9,-9,-1,-4688,4396,338,28,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
27,16250,-23,4,-4987,3634,1295,-12,-10,1,-5116,3733,1427,24,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
28,16875,-25,9,-5135,2749,2333,-14,-12,3,-5262,2842,2455,22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
29,17500,-24,13,-5090,1833,3209,-16,-12,6,-5209,1941.9999999999998,3299,19,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
30,18125,-22,16,-4895,960,3890.0000000000005,-17,-11,7,-4973,1065,3935.0000000000005,15.000000000000002,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
31,18750,-21,21,-4488,14,4441,-19,-11,10,-4531,14,4540,11,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32,19375,-18,23,-3912,-979.9999999999999,4871,-16,-10,11,-3945,-1062,5023,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
33,20000,-13.999999999999998,24,-3107,-2026.0000000000002,5124,-17,-10,13,-3118,-2146,5281,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
34,20625,-12,26,-2157,-2951,5117,-12,-8,15,-2213,-3052,5279,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
35,21250,-9,26,-1278,-3679,4976,-11,-5,14,-1360,-3723,5095,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
36,21875,-3,24,-368,-4237,4637,-7,-3,13,-378,-4339,4720,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
37,22500,1,22,598,-4675,4118,-4,0,12,676,-4853,4170,-7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
38,23125,6,19,1641,-5004,3411,-3,3,11,1765,-5209,3427,-14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
39,23750,11,16,2655,-5072,2474,2,5,10,2746,-5292,2516,-22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
40,24375,13.999999999999998,13.999999999999998,3480,-4988,1568,5,5,9,3503,-5176,1637,-23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
41,25000,18,8,4116,-4732,676,6,10,6,4129,-4889,718,-26,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
42,25625,19,2,4614,-4264,-292,9,11,3,4692,-4393,-345,-28,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
43,26250,23,-2,4994,-3632,-1303,12,11,0,5115,-3729,-1429,-25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
44,26875,23,-8,5136,-2742,-2340,14,14,-2,5263,-2837,-2466,-23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
45,27500,24,-11,5089,-1825,-3217,18,14,-4,5206,-1934,-3301,-17,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
46,28125,23,-13.999999999999998,4895,-956,-3893.0000000000005,17,12,-5,4970,-1064,-3930,-13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
