1,0,-15.000000000000002,157,909,-4830,3961,-6,1,2,-1,-1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,625,19,155,2040,-5037,3045,-3,-1,0,0,0,2,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3,1250,64,148,3040,-5005,2020,2,-1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4,1875,90,139,3767,-4846,1136,5,1,2,0,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5,2500,111,110.00000000000001,4338,-4538,259,6,0,1,-2,0,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6,3125,127.00000000000001,45,4786,-4090.9999999999995,-634,11,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
7,3750,158,-5,5056,-3315,-1683,14,1,0,-1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8,4375,195,-46,5087,-2292,-2744,13,1,0,-1,-1,-2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9,5000,218,-78,4977,-1425,-3504,17,1,1,-1,-1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
10,5625,218,-99,4719,-562,-4115,19,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
11,6250,186,-112.99999999999999,4302,352,-4621,18,0,1,-2,0,-1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
12,6875,147,-143,3672,1305,-4954,20,0,2,-1,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
13,7500,148,-182,2668,2434,-5097,16,0,1,0,0.9999999999999998,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
14,8125,141,-214,1715,3288,-5013,12,1,0,-1,-1,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15,8750,129,-227.99999999999997,870,3919,-4809,10,0,0,-1,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
16,9375,95,-212,-26,4451,-4458,7,-1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
17,10000,19,-156,-927,4841,-3955.9999999999995,4,0,-1,-2,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
18,10625,-18,-153,-2039,5039,-3049,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
