1,0,1,1,4028,-4657,713,21,50,68,4023,-4708,702,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,625,0,2,4517,-4211,-232,17,55,46,4511,-4256,-243,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1250,0,1,4914,-3666,-1182,17,67,15,4907,-3707,-1190,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1875,1,2,5091,-2787,-2252,13,87,-6,5084,-2818,-2256,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2500,0,1,5042,-1853,-3153,9,108,-27,5035,-1872,-3155,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3125,1,1,4831,-981.0000000000001,-3827,9,114.00000000000001,-43,4825,-993,-3825,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3750,0,0,4422,-66,-4348,1,106,-51,4414,-68,-4347,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,4375,0,1,3922,830,-4762,-2,80,-61.99999999999999,3916.9999999999995,836,-4761,-6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,5000,0,1,3132,1901,-5059,-9,80,-81,3125,1918,-5060,-9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,5625,-1,0,2171,2856,-5073,-10,83,-105,2165,2879,-5072,-13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,6250,-1,1,1287,3572,-4919,-16,74,-115,1281,3606,-4918,-16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,6875,1,1,377,4140,-4589,-19,61.99999999999999,-114,373,4178,-4585,-17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,7500,0,0,-546,4583,-4116,-20,34,-91,-551,4626,-4110,-18,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,8125,0,1,-1551,4929,-3463,-21,9,-78,-1556,4978,-3455,-15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,8750,0,0,-2573,5014,-2529,-21,-12,-80,-2572,5066,-2520,-12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,9375,0,1,-3399,4920,-1606,-21,-32,-76,-3397,4972,-1596,-10,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,10000,0,0,-4026.0000000000005,4658,-711,-20,-47,-65,-4024,4708,-702,-8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,10625,0,2,-4512,4215,226,-17,-54,-43,-4509,4259,235,-7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,11250,1,0,-4901,3665,1173,-15,-67,-10,-4897,3703,1180,-5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,11875,0,1,-5088,2788,2250,-13,-89,8,-5084,2818,2254,-5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,12500,0,0,-5039,1857,3145,-6,-109,30,-5034,1877,3151,-6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,13125,0,1,-4831,988.0000000000001,3820,-5,-114.00000000000001,47,-4827,997.9999999999999,3822,-6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,13750,0,1,-4423,71,4346,0,-105,54,-4419,70,4347,-2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,14375,1,0,-3924.9999999999995,-834,4769,2,-81,63,-3920,-841,4771,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,15000,1,0,-3134,-1897,5060,10,-80,80,-3130,-1916,5061,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,15625,0,0,-2168,-2855,5073,13,-80,104,-2165,-2882,5075,11,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,16250,0,0,-1285,-3571,4919,15,-74,115.99999999999999,-1281,-3607,4918,18,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,16875,1,1,-379,-4136,4589,20,-60,114,-377,-4177,4588,19,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,17500,0,0,531,-4571,4122,20,-30,92,532,-4615,4117,16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,18125,0,1,1546,-4920,3463,21,-6,81,1545,-4970,3457,13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,18750,0,1,2577,-5014,2526,22,15,84,2574,-5068,2519,12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,19375,0,0,3398,-4921,1611,20,35,78,3394,-4973,1598,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,20000,0,1,4023.9999999999995,-4659,717,20,49,66,4019.9999999999995,-4710,708,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,20625,0,0,4513,-4212,-229,17,55,45,4507,-4259,-239,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,21250,0,0,4913,-3669,-1175,16,65,16,4905,-3710,-1184,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,21875,0,0,5090,-2793,-2246,13,87,-7,5083,-2824,-2250,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,22500,0,0,5040,-1856,-3149,6,108,-27,5032,-1875,-3152,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,23125,1,0,4833,-984.9999999999999,-3824,5,114.00000000000001,-44,4827,-997,-3826,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,23750,-2,1,4424,-71,-4345,2,107,-49,4418,-71,-4344,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,24375,0,1,3925.9999999999995,822,-4757,-3,82,-63,3918.0000000000005,829,-4757,-9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,25000,0,2,3136,1894,-5058,-8,82,-81,3129,1911,-5058,-13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,25625,0,1,2176,2852,-5075,-12,83,-104,2172,2876,-5073,-13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,26250,0,1,1291,3568,-4919,-16,77,-115.99999999999999,1287,3601,-4920,-16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,26875,1,1,382,4138,-4591,-17,61.00000000000001,-115,377,4177,-4588,-19,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,27500,-1,1,-543,4579,-4116,-19,35,-92,-547,4625,-4112,-17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,28125,0,1,-1545,4928,-3469,-21,10,-78,-1547,4978,-3462,-15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,28750,-1,1,-2566,5015,-2535,-22,-12,-80,-2566,5068,-2526,-12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,29375,-1,2,-3396,4922,-1612,-21,-32,-76,-3394,4974,-1601,-9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,30000,0,0,-4026.0000000000005,4661,-716,-19,-47,-65,-4022,4710,-706,-9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,30625,0,2,-4511,4216,221,-17,-53,-45,-4507,4260,232,-5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
