1,0,142,-168,3169,1845,-4996,19,1,1,3161,1865,-4996,15.000000000000002,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,625,136,-202,2210,2779,-4992,14,0,1,2201,2808,-4988,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1250,127.00000000000001,-223,1338,3512,-4862,11,1,0,1331,3548,-4862,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1875,102,-220.00000000000003,466,4096,-4587,8,0,1,459,4137,-4584,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,2500,51,-179,-454,4578,-4161,5,1,2,-458,4624,-4155,8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6,3125,-11,-146,-1449,4905,-3500,5,0,1,-1449,4953,-3491,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7,3750,-50,-140,-2475,4954,-2528,0,0,1,-2477,5004,-2519,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8,4375,-86,-130,-3307,4867,-1613,-1,0,0,-3307,4916,-1603,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9,5000,-110.00000000000001,-111.99999999999999,-3982,4662,-736,-5,0,2,-3980,4710,-723,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10,5625,-123,-73,-4491,4278,159,-7,0,0,-4489,4320,170,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11,6250,-147,0,-4853,3719,1078,-9,0,0,-4849,3755,1088,-2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12,6875,-179,38,-5021,2798,2171,-13,1,2,-5015,2825,2178,-6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13,7500,-207,77,-4976,1885,3045,-14,0,0,-4969,1901,3048,-13,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
14,8125,-220.00000000000003,101,-4818,1019.9999999999999,3753,-18,0,1,-4812,1028,3758,-17,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15,8750,-207,120,-4475,137,4298,-18,1,0,-4468,136,4302,-19,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16,9375,-153,135,-3982,-775,4731,-19,0,1,-3976,-784,4729,-20,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17,10000,-142,169,-3166,-1848,4998,-16,-1,1,-3158,-1868,4998,-16,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18,10625,-137,202,-2203,-2784,4990,-15,0,0,-2197,-2814,4989,-12,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
