1,0,0,0,696,-4748,4092.0000000000005,-7,3,0,-1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,625,1,0,1739,-5003,3310,-4,0,1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,1250,0,0,2815,-5019,2261,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,1875,1,1,3598,-4902,1359,5,0,1,0,0.9999999999999998,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,2500,0,0,4209,-4629,478,6,1,0,-3,0,-1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,3125,2,0,4692,-4199,-431,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,3750,0,0,5004,-3564,-1380,13,0,1,0,0,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8,4375,-1,1,5100,-2556,-2491,15,1,2,0,0,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,5000,-1,1,5014,-1649,-3318,16,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,5625,1,0,4798,-789,-3966,18,0,1,-1,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,6250,0,1,4410,136,-4510,19,1,2,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12,6875,0,1,3874,1031,-4881,18,1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,7500,0,1,2938,2152,-5082,16,2,0,-1,-1,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
