1,0,59,-32,4655,-373,-4249,14,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,625,45,-39,4122,614,-4714,14,1,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,1250,44,-47,3434,1649,-5072,12,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4,1875,41,-55.99999999999999,2552,2606,-5161,11,0,0,2,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5,2500,37,-62,1616,3395,-5030,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6,3125,30.000000000000004,-62,703,4037,-4770,5,1,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7,3750,17,-52,-266,4537,-4308,3,1,2,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8,4375,0,-45,-1289,4919,-3679,3,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9,5000,-10,-42,-2305,5112,-2861,-1,0,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10,5625,-21,-38,-3179,5037,-1914,-3,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11,6250,-29,-33,-3898,4842,-998.9999999999999,-5,1,1,1,0.9999999999999998,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
12,6875,-34,-22,-4441,4442,-55,-5,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13,7500,-41,-3,-4861,3863.0000000000005,947,-8,0,2,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
14,8125,-51,9,-5149,3112,1989,-9,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
15,8750,-57,19,-5144,2192,2908,-13,1,0,-2,0.9999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
16,9375,-61.99999999999999,27,-4985,1291,3657,-11,2,2,0,-2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
17,10000,-58,33,-4653,373,4248,-14,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
18,10625,-45,39,-4124,-615,4716,-14,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
19,11250,-44,49,-3429,-1653,5075,-12,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,11875,-41,57.99999999999999,-2550,-2607,5160,-11,2,1,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,12500,-37,63,-1617,-3395,5032,-7,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
22,13125,-30.000000000000004,63,-704,-4037,4772,-6,0,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
23,13750,-16,53,268,-4536,4306,-5,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24,14375,1,45,1284,-4916,3681,-3,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
25,15000,10,42,2304,-5112,2862,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
26,15625,23,39,3179,-5037,1914,3,1,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
27,16250,30.000000000000004,34,3898,-4841,998,5,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
28,16875,34,23,4445,-4441,51,5,1,1,0,0.9999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
29,17500,40,5,4868,-3860.9999999999995,-953,8,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,18125,51,-6.999999999999999,5153,-3108,-1993.0000000000002,9,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31,18750,58,-19,5145,-2188,-2911,11,1,1,-1,0.9999999999999998,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
32,19375,61.00000000000001,-26,4986,-1290,-3656,11,1,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
33,20000,59,-32,4655,-374,-4249,13,1,2,-1,0.9999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
34,20625,47,-38,4124,613,-4714,14,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
35,21250,44,-49,3434,1648,-5073,11,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
36,21875,41,-55.99999999999999,2552,2603,-5161,12,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
37,22500,37,-60,1619,3395,-5032,10,0,1,0,0,-1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
38,23125,30.999999999999996,-63,701,4039,-4770,5,1,1,0,0.9999999999999998,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
