24,14375,-2,-16,-666,4711,-4084,5,2,-10,-752,4889,-4134,6,0,1,0,1,1,0,0,0,0,0,0,0
25,15000,-6,-15,-1739,5039,-3346,2,1,-7,-1846,5231,-3370,11,0,1,0,1,1,0,0,0,0,0,0,0
26,15625,-11,-12,-2748,5089,-2392,0,-2,-9,-2825,5292,-2443,19,0,1,0,1,1,0,0,0,0,0,0,0
27,16250,-13,-11,-3539,4992,-1509,-4,-3,-5,-3556,5170,-1580,24,0,1,0,1,1,0,0,0,0,0,0,0
28,16875,-17,-4,-4158,4721,-623,-7,-5,-3,-4181,4874,-653,25,0,1,0,1,1,0,0,0,0,0,0,0
29,17500,-19,1,-4650,4235,358,-10,-7,-1,-4738,4359,423,26,0,1,0,1,1,0,0,0,0,0,0,0
30,18125,-21,4,-5025,3578,1390,-13,-8,0,-5156,3682,1517,26,0,1,0,1,1,0,0,0,0,0,0,0
31,18750,-24,11,-5154,2667,2433,-12,-11,3,-5266,2770,2537,23,0,1,0,1,1,0,0,0,0,0,0,0
32,19375,-24,11,-5095,1764,3284,-15,-10,4,-5200,1874,3358,19,0,1,0,1,1,0,0,0,0,0,0,0
33,20000,-23,16,-4881,901,3937,-18,-9,7,-4958,999.9999999999999,3989,17,0,1,0,1,1,0,0,0,0,0,0,0
34,20625,-18,19,-4455,-63.00000000000001,4486,-19,-9,9,-4497,-72,4592,14,0,1,0,1,1,0,0,0,0,0,0,0
35,21250,-18,21,-3852,-1081,4913,-20,-8,10,-3890,-1159,5071,12,0,1,0,1,1,0,0,0,0,0,0,0
36,21875,-15.000000000000002,24,-3019,-2139,5151,-16,-8,12,-3041,-2237,5297,12,0,1,0,1,1,0,0,0,0,0,0,0
37,22500,-12,26,-2077,-3042,5127,-12,-9,15,-2139,-3118,5276,11,0,1,0,1,1,0,0,0,0,0,0,0
38,23125,-9,25,-1216,-3733,4970,-10,-4,12,-1294,-3774,5083,6,0,1,0,1,1,0,0,0,0,0,0,0
39,23750,-3,23,-300,-4277,4609,-9,-2,12,-291,-4391,4687,0,0,1,0,1,1,0,0,0,0,0,0,0
40,24375,4,19,679,-4711,4075.9999999999995,-6,0,11,762,-4894,4126,-6,0,1,0,1,1,0,0,0,0,0,0,0
41,25000,6,16,1748,-5036,3336,-2,0,11,1858,-5231,3359,-13,0,1,0,1,1,0,0,0,0,0,0,0
42,25625,11,15,2760,-5088,2382,2,3,10,2835,-5291,2431,-20,0,1,0,1,1,0,0,0,0,0,0,0
43,26250,13,12,3551,-4988,1497,4,5,8,3562,-5166,1570,-24,0,1,0,1,1,0,0,0,0,0,0,0
44,26875,17,6,4167,-4714,608,6,8,5,4190,-4869,639,-27,0,1,0,1,1,0,0,0,0,0,0,0
45,27500,20,-1,4660,-4226,-372,9,10,3,4748,-4351,-443,-29,0,1,0,1,1,0,0,0,0,0,0,0
46,28125,21,-3,5037,-3566,-1411,12,10,1,5160,-3666,-1538,-27,0,1,0,1,1,0,0,0,0,0,0,0
47,28750,24,-9,5156,-2647,-2455,15,11,-2,5268,-2752,-2554,-22,0,1,0,1,1,0,0,0,0,0,0,0
48,29375,23,-11,5093,-1744,-3298,17,13,-1,5198,-1861,-3370,-19,0,1,0,1,1,0,0,0,0,0,0,0
49,30000,23,-13.999999999999998,4877,-886,-3946.0000000000005,18,11,-4,4951,-984.0000000000001,-3999.0000000000005,-16,0,1,0,1,1,0,0,0,0,0,0,0
50,30625,19,-16,4452,76,-4490,17,12,-7,4488,87,-4599,-14,0,1,0,1,1,0,0,0,0,0,0,0
51,31250,17,-20,3845,1093,-4914,17,11,-8,3879.0000000000005,1173,-5077,-16,0,1,0,1,1,0,0,0,0,0,0,0
52,31875,13.999999999999998,-22,3010,2150,-5150,15,10,-9,3028,2248,-5296,-13,0,1,0,1,1,0,0,0,0,0,0,0
53,32500,13.999999999999998,-24,2067,3053,-5125,14,10,-11,2129,3126,-5273,-9,0,1,0,1,1,0,0,0,0,0,0,0
54,33125,10,-23,1207,3743,-4967,12,7,-10,1282,3783,-5080,-6,0,1,0,1,1,0,0,0,0,0,0,0
55,33750,4,-21,290,4285,-4602,7,4,-10,274,4399,-4681,-2,0,1,0,1,1,0,0,0,0,0,0,0
56,34375,-3,-17,-695,4724,-4066,5,2,-10,-783,4904,-4116,4,0,1,0,1,1,0,0,0,0,0,0,0
57,35000,-6.999999999999999,-15,-1769,5045,-3322,4,1,-9,-1876,5237,-3345,13,0,1,0,1,1,0,0,0,0,0,0,0
58,35625,-11,-12,-2776,5088,-2367,-1,-2,-9,-2849,5293,-2415,19,0,1,0,1,1,0,0,0,0,0,0,0
59,36250,-12,-10,-3562,4988,-1482,-4,-1,-6,-3576,5166,-1555,21,0,1,0,1,1,0,0,0,0,0,0,0
60,36875,-17,-5,-4172,4709,-594,-7,-6,-3,-4199,4861,-623,26,0,1,0,1,1,0,0,0,0,0,0,0
61,37500,-19,2,-4663,4219,387,-9,-8,-1,-4753,4343,456,27,0,1,0,1,1,0,0,0,0,0,0,0
62,38125,-22,5,-5034,3552,1422,-12,-9,2,-5163,3656,1550,26,0,1,0,1,1,0,0,0,0,0,0,0
63,38750,-25,11,-5154,2639,2462,-13,-10,2,-5267,2742,2565,24,0,1,0,1,1,0,0,0,0,0,0,0
64,39375,-23,13,-5093,1738,3305,-18,-11,5,-5194,1850,3377,18,0,1,0,1,1,0,0,0,0,0,0,0
65,40000,-22,15,-4870,874,3953.9999999999995,-18,-9,7,-4947,968.9999999999999,4007,14,0,1,0,1,1,0,0,0,0,0,0,0
66,40625,-19,19,-4438,-92,4498,-18,-10,8,-4479,-104,4610,16,0,1,0,1,1,0,0,0,0,0,0,0
67,41250,-17,22,-3831,-1112,4922,-17,-9,9,-3866,-1193,5082,14,0,1,0,1,1,0,0,0,0,0,0,0
68,41875,-15.000000000000002,24,-2991,-2168,5150,-17,-8,13,-3011,-2266,5299,12,0,1,0,1,1,0,0,0,0,0,0,0
69,42500,-13,26,-2054,-3066,5125,-13,-7,13,-2115,-3138,5272,10,0,1,0,1,1,0,0,0,0,0,0,0
70,43125,-9,24,-1192,-3752,4964,-11,-5,12,-1271,-3793,5076,6,0,1,0,1,1,0,0,0,0,0,0,0
71,43750,-2,22,-276,-4291,4598,-9,-2,12,-260,-4407,4672,2,0,1,0,1,1,0,0,0,0,0,0,0
72,44375,3,17,709,-4723,4056,-4,-1,12,793,-4907,4109,-6,0,1,0,1,1,0,0,0,0,0,0,0
73,45000,6.999999999999999,17,1781,-5042,3310,-2,1,11,1889,-5237,3333,-13,0,1,0,1,1,0,0,0,0,0,0,0
74,45625,12,13.999999999999998,2786,-5087,2355,3,5,11,2860,-5291,2403,-19,0,1,0,1,1,0,0,0,0,0,0,0
75,46250,13.999999999999998,12,3571,-4984,1472,3,6,8,3581,-5159,1543,-24,0,1,0,1,1,0,0,0,0,0,0,0
76,46875,17,6.999999999999999,4184,-4702,579,7,8,6,4210,-4857,604,-25,0,1,0,1,1,0,0,0,0,0,0,0
77,47500,21,-1,4674,-4212,-402,10,10,4,4764,-4335,-475,-27,0,1,0,1,1,0,0,0,0,0,0,0
78,48125,21,-4,5046,-3540,-1444,11,11,2,5166,-3639,-1570,-27,0,1,0,1,1,0,0,0,0,0,0,0
79,48750,24,-10,5153,-2620,-2481,15,12,-1,5267,-2725,-2583,-23,0,1,0,1,1,0,0,0,0,0,0,0
80,49375,24,-10,5089,-1720,-3320,16,13,-3,5191,-1838,-3389,-20,0,1,0,1,1,0,0,0,0,0,0,0
81,50000,23,-13.999999999999998,4868,-857,-3966,20,11,-4,4943,-954,-4016,-14,0,1,0,1,1,0,0,0,0,0,0,0
82,50625,19,-16,4432,107,-4503,17,11,-7,4468,120,-4614,-14,0,1,0,1,1,0,0,0,0,0,0,0
83,51250,17,-20,3823,1124,-4925,19,9,-7,3857,1204,-5085,-13,0,1,0,1,1,0,0,0,0,0,0,0
84,51875,15.000000000000002,-24,2979,2179,-5150,16,10,-10,3001,2276,-5297,-13,0,1,0,1,1,0,0,0,0,0,0,0
85,52500,12,-24,2042.0000000000002,3075,-5121,12,11,-10,2101,3149,-5269,-10,0,1,0,1,1,0,0,0,0,0,0,0
86,53125,10,-25,1180,3759,-4958,10,7,-10,1253,3801,-5071,-6,0,1,0,1,1,0,0,0,0,0,0,0
87,53750,2,-20,262,4299,-4591,8,4,-9,241,4414,-4665,-3,0,1,0,1,1,0,0,0,0,0,0,0
88,54375,-3,-19,-724,4733,-4050.0000000000005,5,3,-9,-814,4918,-4100,6,0,1,0,1,1,0,0,0,0,0,0,0
89,55000,-6.999999999999999,-13.999999999999998,-1800,5049,-3298,3,0,-8,-1906,5240,-3317,15.000000000000002,0,1,0,1,1,0,0,0,0,0,0,0
90,55625,-10,-13,-2801,5088,-2339,0,-2,-9,-2875,5289,-2390,20,0,1,0,1,1,0,0,0,0,0,0,0
91,56250,-13,-10,-3580,4981,-1459,-5,-2,-6,-3591,5157,-1532,24,0,1,0,1,1,0,0,0,0,0,0,0
92,56875,-16,-4,-4187,4696,-566,-7,-6,-3,-4217,4850,-590,25,0,1,0,1,1,0,0,0,0,0,0,0
93,57500,-20,2,-4675,4202,415,-9,-8,-1,-4768,4324,487,28,0,1,0,1,1,0,0,0,0,0,0,0
94,58125,-21,6,-5042,3530,1456,-12,-8,1,-5169,3629,1580,25,0,1,0,1,1,0,0,0,0,0,0,0
95,58750,-24,10,-5155,2611,2492,-13,-11,4,-5267,2717,2591,24,0,1,0,1,1,0,0,0,0,0,0,0
96,59375,-23,12,-5088,1716,3325,-18,-11,6,-5190,1825,3397,19,0,1,0,1,1,0,0,0,0,0,0,0
97,60000,-22,16,-4861,847,3972.0000000000005,-19,-9,6,-4938,940,4025.9999999999995,16,0,1,0,1,1,0,0,0,0,0,0,0
98,60625,-18,18,-4423,-120.99999999999999,4512,-18,-9,9,-4464,-135,4622,14,0,1,0,1,1,0,0,0,0,0,0,0
99,61250,-17,22,-3810,-1142,4931,-18,-10,10,-3847,-1223,5092,13,0,1,0,1,1,0,0,0,0,0,0,0
100,61875,-13,24,-2965,-2197,5154,-15,-7,12,-2985,-2293,5301,12,0,1,0,1,1,0,0,0,0,0,0,0
101,62500,-12,26,-2024.9999999999998,-3087,5122,-13,-7,14,-2088,-3162,5268,10,0,1,0,1,1,0,0,0,0,0,0,0
102,63125,-8,25,-1165,-3770,4955,-10,-5,13,-1242,-3812,5067,6,0,1,0,1,1,0,0,0,0,0,0,0
103,63750,-3,22,-245.00000000000003,-4306,4583,-9,-3,10,-228,-4424,4657,2,0,1,0,1,1,0,0,0,0,0,0,0
104,64375,4,19,737,-4734,4039.0000000000005,-5,1,11,824,-4919,4091,-6,0,1,0,1,1,0,0,0,0,0,0,0
105,65000,6.999999999999999,15,1811,-5048,3288,-2,2,10,1919,-5241,3308,-14,0,1,0,1,1,0,0,0,0,0,0,0
106,65625,12,13,2812,-5085,2328,2,4,10,2885,-5291,2378,-19,0,1,0,1,1,0,0,0,0,0,0,0
107,66250,13,11,3591,-4978,1448,3,4,8,3596,-5154,1522,-25,0,1,0,1,1,0,0,0,0,0,0,0
108,66875,17,5,4197,-4689,553,6,7,5,4225,-4842,576,-27,0,1,0,1,1,0,0,0,0,0,0,0
109,67500,19,-1,4685,-4195,-431,10,10,2,4776,-4316,-504,-26,0,1,0,1,1,0,0,0,0,0,0,0
110,68125,22,-4,5053,-3517,-1476,13,9,1,5174,-3616,-1601,-25,0,1,0,1,1,0,0,0,0,0,0,0
111,68750,24,-8,5155,-2590,-2509,14,12,-1,5269,-2698,-2610,-23,0,1,0,1,1,0,0,0,0,0,0,0
112,69375,22,-10,5088,-1697,-3341,16,12,-3,5187,-1813,-3409,-20,0,1,0,1,1,0,0,0,0,0,0,0
113,70000,23,-13,4860,-832,-3983.0000000000005,18,11,-3,4934,-928,-4036,-17,0,1,0,1,1,0,0,0,0,0,0,0
114,70625,19,-17,4420,133,-4518,18,11,-6,4455,150,-4629,-14,0,1,0,1,1,0,0,0,0,0,0,0
115,71250,17,-20,3802,1155,-4932,19,10,-7,3836,1239,-5097,-14,0,1,0,1,1,0,0,0,0,0,0,0
116,71875,15.000000000000002,-23,2951,2209,-5152,17,9,-10,2975,2302,-5300,-13,0,1,0,1,1,0,0,0,0,0,0,0
117,72500,12,-26,2017.0000000000002,3098,-5119,12,9,-11,2079,3169,-5266,-12,0,1,0,1,1,0,0,0,0,0,0,0
118,73125,9,-24,1156,3779,-4951,12,7,-9,1227,3820,-5064,-6,0,1,0,1,1,0,0,0,0,0,0,0
119,73750,3,-19,233,4314,-4577,8,4,-9,208,4432,-4649,-3,0,1,0,1,1,0,0,0,0,0,0,0
120,74375,-3,-18,-756,4747,-4031,5,2,-10,-844,4930,-4081.9999999999995,6,0,1,0,1,1,0,0,0,0,0,0,0
121,75000,-6.999999999999999,-13.999999999999998,-1831,5055,-3272,4,1,-9,-1936,5247,-3294,14,0,1,0,1,1,0,0,0,0,0,0,0
122,75625,-11,-13,-2826,5085,-2312,-1,-1,-8,-2900,5291,-2364,18,0,1,0,1,1,0,0,0,0,0,0,0
123,76250,-13.999999999999998,-11,-3599,4977,-1434,-3,-1,-6,-3607,5151,-1509,23,0,1,0,1,1,0,0,0,0,0,0,0
124,76875,-17,-5,-4203,4686,-540,-6,-6,-3,-4234,4836,-560,26,0,1,0,1,1,0,0,0,0,0,0,0
125,77500,-19,3,-4687,4183,444,-10,-8,-1,-4782,4309,517,27,0,1,0,1,1,0,0,0,0,0,0,0
126,78125,-21,4,-5051,3505,1488,-12,-8,1,-5176,3606,1616,26,0,1,0,1,1,0,0,0,0,0,0,0
127,78750,-23,11,-5155,2582,2520,-14,-10,4,-5269,2689,2620,23,0,1,0,1,1,0,0,0,0,0,0,0
128,79375,-23,13,-5083,1689,3349,-17,-10,4,-5187,1801,3417,18,0,1,0,1,1,0,0,0,0,0,0,0
129,80000,-21,17,-4853,822,3990,-19,-10,6,-4929,913,4045,15.000000000000002,0,1,0,1,1,0,0,0,0,0,0,0
130,80625,-19,17,-4408,-148,4525,-17,-10,10,-4448,-166,4638,16,0,1,0,1,1,0,0,0,0,0,0,0
131,81250,-17,23,-3790,-1174,4944,-17,-8,10,-3825,-1257,5104,14,0,1,0,1,1,0,0,0,0,0,0,0
132,81875,-13.999999999999998,26,-2936,-2225,5156,-16,-9,12,-2960,-2321,5302,12,0,1,0,1,1,0,0,0,0,0,0,0
133,82500,-12,25,-2002,-3110,5121,-15,-7,14,-2066,-3182,5265,9,0,1,0,1,1,0,0,0,0,0,0,0
134,83125,-9,25,-1141,-3786,4946,-9,-4,12,-1218,-3828,5058,7,0,1,0,1,1,0,0,0,0,0,0,0
135,83750,-4,22,-216,-4321,4568,-8,-1,11,-197,-4439,4643,2,0,1,0,1,1,0,0,0,0,0,0,0
136,84375,3,20,770,-4749,4020.9999999999995,-5,-1,11,855,-4934,4072.9999999999995,-6,0,1,0,1,1,0,0,0,0,0,0,0
137,85000,8,16,1843,-5055,3261,-1,2,10,1951,-5248,3281,-13,0,1,0,1,1,0,0,0,0,0,0,0
138,85625,11,15,2839,-5086,2302,2,3,11,2909,-5288,2352,-19,0,1,0,1,1,0,0,0,0,0,0,0
139,86250,13,13,3610,-4972,1422,4,5,8,3612,-5146,1497,-25,0,1,0,1,1,0,0,0,0,0,0,0
140,86875,18,6,4213,-4678,524,7,7,5,4245,-4832,545,-27,0,1,0,1,1,0,0,0,0,0,0,0
141,87500,20,-1,4696,-4177,-457,9,9,3,4791,-4300,-536,-27,0,1,0,1,1,0,0,0,0,0,0,0
142,88125,22,-5,5060,-3494,-1508,13,8,1,5182,-3591,-1634,-25,0,1,0,1,1,0,0,0,0,0,0,0
143,88750,24,-9,5155,-2563,-2537,14,13,-1,5270,-2672,-2637,-24,0,1,0,1,1,0,0,0,0,0,0,0
144,89375,25,-10,5084,-1670,-3364,16,12,-2,5183,-1789,-3428,-19,0,1,0,1,1,0,0,0,0,0,0,0
145,90000,22,-13.999999999999998,4851,-806,-3998.0000000000005,18,11,-5,4925,-897,-4053,-14,0,1,0,1,1,0,0,0,0,0,0,0
146,90625,18,-17,4403,160,-4529,19,10,-7,4438,183,-4644,-14,0,1,0,1,1,0,0,0,0,0,0,0
147,91250,18,-20,3781,1186,-4945,18,11,-8,3815,1271,-5108,-13,0,1,0,1,1,0,0,0,0,0,0,0
148,91875,13.999999999999998,-22,2927,2235,-5154,17,10,-9,2949,2329,-5301,-10,0,1,0,1,1,0,0,0,0,0,0,0
149,92500,12,-25,1991.9999999999998,3119,-5117,12,9,-11,2055,3192,-5263,-10,0,1,0,1,1,0,0,0,0,0,0,0
150,93125,10,-24,1128,3795,-4943,11,7,-10,1204,3837,-5054,-5,0,1,0,1,1,0,0,0,0,0,0,0
151,93750,2,-20,206,4329,-4563,7,5,-10,180,4449,-4637,-2,0,1,0,1,1,0,0,0,0,0,0,0
152,94375,-3,-19,-787,4757,-4012.0000000000005,4,2,-10,-876,4944,-4061,7,0,1,0,1,1,0,0,0,0,0,0,0
153,95000,-6.999999999999999,-13.999999999999998,-1865,5063,-3246,2,0,-8,-1966,5251,-3264,13,0,1,0,1,1,0,0,0,0,0,0,0
154,95625,-11,-12,-2853,5084,-2284,-1,-2,-8,-2926,5290,-2337,20,0,1,0,1,1,0,0,0,0,0,0,0
155,96250,-13.999999999999998,-10,-3619,4972,-1411,-5,-3,-5,-3626,5144,-1483,23,0,1,0,1,1,0,0,0,0,0,0,0
156,96875,-16,-4,-4219,4672,-512,-7,-6,-2,-4252,4822,-529,25,0,1,0,1,1,0,0,0,0,0,0,0
157,97500,-19,2,-4697,4170,471,-8,-9,0,-4796,4293,549,26,0,1,0,1,1,0,0,0,0,0,0,0
158,98125,-21,6,-5060,3481,1521,-14,-8,1,-5183,3582,1646,26,0,1,0,1,1,0,0,0,0,0,0,0
159,98750,-24,11,-5152,2553,2545,-15,-10,3,-5266,2661,2645,23,0,1,0,1,1,0,0,0,0,0,0,0
160,99375,-22,12,-5081,1666,3367,-17,-10,5,-5180,1774,3437,18,0,1,0,1,1,0,0,0,0,0,0,0
161,100000,-23,15,-4842,794,4007.9999999999995,-16,-10,7,-4917,883,4064.9999999999995,17,0,1,0,1,1,0,0,0,0,0,0,0
162,100625,-18,18,-4394,-179,4542,-16,-9,8,-4434,-198,4653,14,0,1,0,1,1,0,0,0,0,0,0,0
163,101250,-17,22,-3770,-1206,4955,-18,-9,10,-3802,-1293,5119,15.000000000000002,0,1,0,1,1,0,0,0,0,0,0,0
164,101875,-15.000000000000002,25,-2910,-2253,5155,-17,-9,13,-2932,-2349,5302,12,0,1,0,1,1,0,0,0,0,0,0,0
165,102500,-11,27,-1976.0000000000002,-3132,5117,-13,-7,14,-2039.9999999999998,-3203,5263,10,0,1,0,1,1,0,0,0,0,0,0,0
166,103125,-9,24,-1115,-3803,4939,-10,-6,12,-1192,-3845,5050,5,0,1,0,1,1,0,0,0,0,0,0,0
167,103750,-2,21,-189,-4332,4554,-8,-3,11,-165,-4455,4628,1,0,1,0,1,1,0,0,0,0,0,0,0
168,104375,3,20,797,-4757,4003,-5,0,13,886,-4946,4053,-6,0,1,0,1,1,0,0,0,0,0,0,0
169,105000,9,17,1874,-5060,3235,-2,1,10,1981,-5251,3253,-15,0,1,0,1,1,0,0,0,0,0,0,0
170,105625,12,13.999999999999998,2866,-5083,2275,2,2,11,2935,-5290,2325,-20,0,1,0,1,1,0,0,0,0,0,0,0
171,106250,13,12,3630,-4966,1398,6,3,9,3633,-5141,1473,-24,0,1,0,1,1,0,0,0,0,0,0,0
172,106875,17,6,4231,-4667,498.00000000000006,7,8,6,4261,-4820,515,-27,0,1,0,1,1,0,0,0,0,0,0,0
173,107500,20,-1,4709,-4163,-485,9,10,3,4804,-4285,-563,-27,0,1,0,1,1,0,0,0,0,0,0,0
174,108125,22,-5,5070,-3471,-1538,14,10,1,5190,-3566,-1666,-25,0,1,0,1,1,0,0,0,0,0,0,0
175,108750,24,-10,5154,-2536,-2564,14,13,-1,5266,-2644,-2664,-23,0,1,0,1,1,0,0,0,0,0,0,0
176,109375,24,-10,5079,-1646,-3383,17,12,-3,5177,-1765,-3447,-19,0,1,0,1,1,0,0,0,0,0,0,0
177,110000,22,-13.999999999999998,4840,-779,-4016,18,12,-5,4911,-867,-4072.0000000000005,-17,0,1,0,1,1,0,0,0,0,0,0,0
178,110625,18,-18,4388,192,-4546,20,11,-7,4423,217,-4662,-11,0,1,0,1,1,0,0,0,0,0,0,0
179,111250,16,-21,3760,1221,-4958,17,9,-8,3791,1306,-5122,-13,0,1,0,1,1,0,0,0,0,0,0,0
180,111875,15.000000000000002,-23,2897,2267,-5155,14,10,-10,2922,2357,-5303,-16,0,1,0,1,1,0,0,0,0,0,0,0
181,112500,11,-23,1968.0000000000002,3141,-5115,13,10,-12,2030.0000000000002,3212,-5260,-10,0,1,0,1,1,0,0,0,0,0,0,0
182,113125,9,-23,1107,3810,-4936,10,5,-10,1176,3853,-5044,-7,0,1,0,1,1,0,0,0,0,0,0,0
183,113750,2,-21,176,4339,-4547,7,5,-10,150,4463,-4618,-1,0,1,0,1,1,0,0,0,0,0,0,0
184,114375,-2,-17,-814,4768,-3993,5,2,-8,-906,4956,-4046.0000000000005,7,0,1,0,1,1,0,0,0,0,0,0,0
185,115000,-6.999999999999999,-15,-1894,5065,-3217,2,0,-9,-1999,5253,-3239,14,0,1,0,1,1,0,0,0,0,0,0,0
186,115625,-10,-11,-2880,5083,-2257,-2,-3,-8,-2951,5287,-2310,19,0,1,0,1,1,0,0,0,0,0,0,0
187,116250,-13.999999999999998,-11,-3640,4968,-1385,-4,-3,-6,-3644,5139,-1460,24,0,1,0,1,1,0,0,0,0,0,0,0
188,116875,-18,-4,-4234,4661,-485.99999999999994,-7,-6,-2,-4271,4811,-498,27,0,1,0,1,1,0,0,0,0,0,0,0
189,117500,-19,3,-4711,4154,499,-10,-8,-1,-4809,4276,579,26,0,1,0,1,1,0,0,0,0,0,0,0
190,118125,-21,6,-5066,3459,1549,-13,-9,2,-5190,3556,1677,25,0,1,0,1,1,0,0,0,0,0,0,0
191,118750,-24,10,-5151,2528,2572,-14,-10,3,-5266,2633,2674,24,0,1,0,1,1,0,0,0,0,0,0,0
192,119375,-24,12,-5074,1639,3389,-16,-10,4,-5177,1752,3455,19,0,1,0,1,1,0,0,0,0,0,0,0
193,120000,-23,17,-4831,765,4025.0000000000005,-18,-8,7,-4905,849,4085.0000000000005,17,0,1,0,1,1,0,0,0,0,0,0,0
194,120625,-18,19,-4376,-209,4556,-16,-9,9,-4415,-231,4670,15.000000000000002,0,1,0,1,1,0,0,0,0,0,0,0
195,121250,-17,21,-3748,-1237,4964,-17,-8,9,-3781,-1326,5128,13,0,1,0,1,1,0,0,0,0,0,0,0
196,121875,-13.999999999999998,25,-2880,-2283,5159,-16,-9,12,-2904,-2377,5304,12,0,1,0,1,1,0,0,0,0,0,0,0
197,122500,-12,27,-1949,-3154,5114,-12,-8,13,-2016,-3223,5258,9,0,1,0,1,1,0,0,0,0,0,0,0
198,123125,-8,24,-1090,-3820,4931,-9,-5,12,-1166,-3864,5041,5,0,1,0,1,1,0,0,0,0,0,0,0
199,123750,-2,21,-163,-4346,4540,-8,-1,12,-135,-4471,4612,2,0,1,0,1,1,0,0,0,0,0,0,0
200,124375,3,19,828,-4768,3981.9999999999995,-5,0,11,919,-4958,4034.0000000000005,-6,0,1,0,1,1,0,0,0,0,0,0,0
201,125000,6.999999999999999,16,1906,-5063,3205,-1,1,10,2011,-5254,3226,-15,0,1,0,1,1,0,0,0,0,0,0,0
202,125625,12,13,2891,-5081,2246,1,4,11,2960,-5287,2298,-20,0,1,0,1,1,0,0,0,0,0,0,0
203,126250,13,11,3650,-4961,1372,5,4,8,3651,-5136,1449,-26,0,1,0,1,1,0,0,0,0,0,0,0
204,126875,19,5,4245,-4654,467,7,7,5,4280,-4803,482,-26,0,1,0,1,1,0,0,0,0,0,0,0
205,127500,21,-1,4721,-4148,-514,10,10,3,4819,-4264,-599,-26,0,1,0,1,1,0,0,0,0,0,0,0
206,128125,21,-5,5076,-3446,-1570,12,10,1,5195,-3540,-1697,-26,0,1,0,1,1,0,0,0,0,0,0,0
207,128750,24,-9,5152,-2506,-2591,13,13,-1,5269,-2617,-2691,-23,0,1,0,1,1,0,0,0,0,0,0,0
208,129375,24,-11,5076,-1620,-3405,17,13,-4,5171,-1739,-3466,-19,0,1,0,1,1,0,0,0,0,0,0,0
209,130000,22,-15,4829,-752,-4033,19,10,-5,4901,-838,-4091,-16,0,1,0,1,1,0,0,0,0,0,0,0
210,130625,18,-17,4371,220,-4558,18,11,-6,4405,247.00000000000003,-4676,-16,0,1,0,1,1,0,0,0,0,0,0,0
